ID,Tipo,Mag,Prob,RA,DEC
47475,Ruido,16.20,31,17:02:57,+57:26:33
47476,GRB,15.07,4,09:03:37,-57:53:21
47477,Supernova,14.06,47,15:54:21,+85:38:53
47478,GRB,15.41,78,00:03:11,-33:47:14
47479,Supernova,18.09,69,20:42:59,+69:06:02
47480,Variable_Star,14.90,94,20:29:08,-29:08:02
47481,Ruido,13.21,68,14:17:01,-25:17:04
47482,Variable_Star,18.20,86,19:54:28,-04:44:10
47483,Variable_Star,18.31,27,12:08:33,-10:01:03
47484,Variable_Star,15.64,20,15:03:19,-35:38:36
47485,Supernova,12.14,92,09:34:32,-44:22:26
47486,Ruido,20.55,18,21:19:48,-59:50:57
47487,Ruido,14.95,98,19:52:20,-90:30:24
47488,Supernova,20.21,5,22:08:04,+64:32:38
47489,Supernova,20.04,1,19:31:52,-89:25:12
47490,Quasar,17.99,5,18:20:20,+46:08:13
47491,GRB,13.35,74,12:27:33,+11:24:42
47492,Ruido,14.63,26,06:39:03,-36:29:35
47493,GRB,16.95,1,09:18:37,-13:05:57
47494,Ruido,20.48,8,00:56:13,+43:27:41
47495,Supernova,12.23,9,00:39:21,-41:56:00
47496,Supernova,14.44,50,22:25:59,+80:48:18
47497,Variable_Star,14.32,40,12:00:14,+19:00:11
47498,Quasar,19.54,65,12:03:40,+19:04:19
47499,Quasar,15.50,27,23:41:31,-05:37:56
47500,Variable_Star,17.66,74,18:07:58,-60:39:58
47501,Variable_Star,14.61,100,14:05:44,-45:36:48
47502,Quasar,14.23,88,06:11:13,+05:09:55
47503,GRB,18.39,54,23:06:06,+40:52:14
47504,Ruido,12.44,89,16:27:08,+30:03:14
47505,Variable_Star,15.14,86,05:14:04,-73:29:15
47506,Supernova,12.32,43,05:04:03,+50:04:10
47507,Quasar,19.96,4,02:29:05,-90:10:32
47508,GRB,20.41,61,09:15:55,-47:28:09
47509,Supernova,17.67,66,13:53:41,-90:08:46
47510,GRB,21.19,85,05:48:38,-38:55:08
47511,Supernova,21.18,31,22:03:08,+06:27:24
47512,Variable_Star,18.93,88,14:00:26,-40:35:20
47513,Quasar,17.91,47,17:39:23,+16:54:11
47514,Supernova,13.96,11,08:34:01,+31:30:05
47515,Quasar,12.45,55,05:30:14,-72:07:14
47516,Variable_Star,16.04,84,21:22:25,-27:07:05
47517,Ruido,19.16,100,22:56:11,-82:18:45
47518,GRB,21.89,27,03:48:19,+38:02:49
47519,Quasar,13.45,95,04:41:21,-85:34:43
47520,Variable_Star,21.22,86,12:39:34,+05:36:30
47521,Ruido,18.50,83,11:43:49,+46:53:37
47522,GRB,18.03,68,21:33:49,+62:44:30
47523,GRB,19.78,7,22:13:59,+49:45:39
47524,Supernova,14.94,27,20:00:55,+34:29:38
47525,Variable_Star,14.47,53,03:19:08,+56:13:41
47526,Ruido,12.71,44,03:16:13,-51:11:26
47527,Supernova,21.69,21,21:18:30,-63:10:30
47528,GRB,20.68,0,17:22:15,-46:31:34
47529,Supernova,15.37,81,01:58:52,+02:06:08
47530,Ruido,15.36,33,04:33:18,-20:26:37
47531,Quasar,17.92,80,09:39:39,-15:22:02
47532,Ruido,18.23,56,06:00:53,-81:04:52
47533,Quasar,17.92,99,01:19:19,-18:29:52
47534,Ruido,20.90,32,07:47:54,-70:11:34
47535,Ruido,18.17,95,19:17:34,-22:32:34
47536,Supernova,17.92,66,03:31:14,-66:35:34
47537,Variable_Star,21.85,7,08:41:57,+27:00:44
47538,Variable_Star,13.25,95,03:54:33,-75:43:51
47539,Ruido,13.00,39,05:22:58,+69:31:30
47540,GRB,18.64,8,16:07:04,+49:27:45
47541,Ruido,13.15,77,11:40:53,-13:48:47
47542,Quasar,20.98,51,20:33:36,-49:47:59
47543,Supernova,18.73,52,17:48:11,+54:31:18
47544,Quasar,14.94,77,15:01:53,-19:30:33
47545,Supernova,21.44,38,01:56:16,+17:46:49
47546,Supernova,12.07,62,04:13:17,+40:56:05
47547,Quasar,19.37,62,05:36:54,+87:14:56
47548,Quasar,18.32,46,10:55:23,+55:00:20
47549,GRB,17.98,10,21:48:06,+05:00:20
47550,Quasar,19.37,27,21:38:00,+04:51:37
47551,Variable_Star,20.48,86,09:43:29,+59:08:24
47552,Supernova,21.59,41,13:02:00,+31:57:48
47553,Ruido,16.92,83,03:18:33,-18:13:12
47554,Variable_Star,19.50,7,00:11:55,+69:33:38
47555,Supernova,15.95,79,18:37:44,-55:11:47
47556,Supernova,20.67,76,00:39:14,+62:46:33
47557,Variable_Star,13.84,78,14:35:31,+35:37:42
47558,Ruido,17.16,28,06:53:40,-83:40:17
47559,Ruido,20.72,49,13:04:21,-31:05:00
47560,Variable_Star,21.41,80,03:21:58,+74:58:34
47561,Variable_Star,18.72,20,03:17:43,-13:32:36
47562,GRB,17.82,29,09:22:09,+71:56:14
47563,Supernova,14.80,33,06:51:16,-78:59:37
47564,GRB,21.04,60,15:20:16,+61:29:33
47565,Variable_Star,21.31,10,04:02:41,-05:26:03
47566,Ruido,15.40,0,21:35:16,-52:52:08
47567,Variable_Star,21.41,13,02:59:02,+39:37:22
47568,Quasar,16.71,88,13:02:48,+29:13:50
47569,Supernova,18.93,29,09:19:37,-17:12:13
47570,Ruido,16.27,9,19:54:02,+83:01:01
47571,GRB,19.50,66,09:44:07,-43:18:10
47572,GRB,21.66,38,22:18:04,-52:43:24
47573,Quasar,13.30,62,01:49:02,-62:39:57
47574,GRB,18.21,100,05:37:44,+69:00:29
47575,GRB,14.75,79,04:21:45,+12:16:04
47576,Ruido,16.84,80,01:19:55,+32:23:44
47577,Ruido,17.50,40,16:44:01,+34:58:38
47578,Variable_Star,20.60,66,22:52:55,+38:03:16
47579,Variable_Star,18.32,56,13:16:02,-29:20:21
47580,Supernova,12.18,75,00:44:18,-16:26:02
47581,Variable_Star,13.34,2,01:34:52,+42:29:45
47582,Ruido,14.08,82,22:40:27,+01:13:43
47583,Variable_Star,17.67,6,21:49:05,+29:50:50
47584,Quasar,14.54,28,00:41:24,-85:46:58
47585,Quasar,17.06,47,16:10:41,-03:07:21
47586,Quasar,18.35,59,16:10:09,+42:05:59
47587,Quasar,19.52,84,15:42:05,+78:43:46
47588,Supernova,19.55,54,08:39:02,+55:19:13
47589,Variable_Star,20.18,35,20:45:59,-10:25:10
47590,Ruido,13.66,25,14:59:00,-13:38:43
47591,Variable_Star,17.88,45,06:56:12,+59:16:52
47592,Quasar,12.81,20,02:34:01,-09:25:46
47593,Variable_Star,20.78,20,14:29:22,+65:04:21
47594,Quasar,17.08,0,14:01:35,-82:18:32
47595,Supernova,13.43,81,02:01:53,-34:07:27
47596,Supernova,17.81,90,02:01:46,-35:37:15
47597,Ruido,16.92,33,00:21:50,-82:57:52
47598,Ruido,12.08,17,04:15:19,+88:22:20
47599,Quasar,18.88,47,08:01:03,-47:07:04
47600,GRB,16.36,70,06:06:11,+18:09:33
47601,Variable_Star,13.99,52,07:50:31,-01:01:46
47602,Quasar,12.16,15,03:53:50,+23:14:51
47603,Ruido,16.82,99,17:29:25,-10:45:32
47604,Ruido,15.68,69,04:49:53,+38:08:44
47605,Supernova,18.28,76,00:26:46,-59:36:40
47606,GRB,14.31,92,21:54:23,+67:39:53
47607,Supernova,13.06,65,20:44:01,+05:56:50
47608,Variable_Star,18.51,98,03:53:35,+74:54:02
47609,Ruido,12.88,65,08:06:52,-41:59:47
47610,Ruido,20.66,44,13:09:32,-52:00:17
47611,Supernova,17.31,23,01:56:53,-83:06:46
47612,Ruido,12.14,68,16:42:46,-31:03:52
47613,Supernova,15.33,88,23:00:44,-12:33:54
47614,Quasar,19.77,91,06:00:26,+01:05:22
47615,Supernova,13.27,48,03:46:29,+62:27:11
47616,Ruido,19.86,26,11:59:35,-24:59:35
47617,GRB,16.17,16,00:24:56,+74:40:56
47618,Supernova,13.88,3,17:34:09,-52:44:55
47619,Ruido,17.97,38,21:13:10,-59:42:09
47620,Ruido,12.86,14,08:11:33,+03:12:57
47621,Variable_Star,13.17,64,09:27:49,-12:11:24
47622,Variable_Star,16.10,15,12:07:45,+72:02:58
47623,GRB,14.11,69,05:58:46,-22:20:57
47624,Quasar,20.58,17,21:18:17,+08:43:45
47625,Supernova,13.56,95,18:45:21,+79:16:28
47626,Ruido,13.77,52,15:15:43,-28:29:42
47627,GRB,20.66,4,02:48:54,-44:42:13
47628,Variable_Star,14.58,94,07:37:05,-47:24:50
47629,Variable_Star,15.53,11,01:02:17,+16:42:32
47630,Supernova,12.56,3,00:10:53,-78:15:42
47631,Quasar,17.21,41,04:03:40,-68:21:18
47632,Supernova,17.99,72,01:11:04,-59:15:07
47633,Variable_Star,20.56,83,00:10:52,-82:11:03
47634,Quasar,14.65,32,15:14:50,-80:25:54
47635,Ruido,17.42,26,00:45:51,+46:49:03
47636,Quasar,21.98,32,22:28:10,+48:29:21
47637,Ruido,17.30,55,16:28:49,-86:06:03
47638,Quasar,13.73,47,18:54:00,-83:56:46
47639,Quasar,19.00,59,23:31:35,-38:28:03
47640,Variable_Star,14.40,54,19:53:04,-23:35:32
47641,GRB,18.23,66,05:29:49,+38:16:44
47642,Ruido,15.13,68,11:13:22,-75:11:54
47643,Ruido,16.80,38,17:57:37,-41:46:30
47644,Supernova,13.50,10,21:20:43,+07:35:13
47645,Supernova,15.00,49,02:01:48,+51:31:01
47646,GRB,18.12,21,01:17:41,-09:01:38
47647,GRB,14.96,42,13:38:34,+32:31:54
47648,Variable_Star,12.73,50,15:26:47,-69:33:49
47649,Quasar,15.39,35,22:30:57,-62:34:14
47650,Quasar,12.29,27,11:05:33,+74:40:12
47651,Variable_Star,15.59,74,09:46:48,+70:23:15
47652,Ruido,17.14,81,12:26:08,+64:22:39
47653,Quasar,17.38,23,01:23:15,-30:53:21
47654,Quasar,20.05,3,02:17:23,+62:40:09
47655,Ruido,17.75,56,21:15:04,+39:46:30
47656,Quasar,18.38,89,12:27:25,+44:31:48
47657,GRB,20.62,70,08:45:30,-19:52:47
47658,Ruido,19.18,48,22:22:03,+01:17:18
47659,Variable_Star,12.10,9,01:52:43,+83:23:11
47660,Supernova,13.46,72,04:09:34,+72:30:20
47661,Variable_Star,21.06,21,04:41:55,+32:38:18
47662,Ruido,13.47,59,01:43:36,-65:48:28
47663,Quasar,19.73,88,01:09:01,+49:21:10
47664,Supernova,14.64,69,16:40:35,+71:52:17
47665,Quasar,17.56,93,03:17:04,+39:20:47
47666,Supernova,16.83,61,19:21:22,+31:25:32
47667,Ruido,13.92,91,21:32:09,+11:13:50
47668,GRB,13.27,72,10:57:16,-24:04:33
47669,Variable_Star,19.96,90,05:06:22,+63:54:44
47670,Supernova,17.93,15,18:17:20,+31:10:53
47671,Quasar,19.32,12,16:53:14,-20:19:11
47672,Ruido,18.96,27,05:08:04,-69:22:11
47673,Variable_Star,14.34,10,05:27:41,-19:14:59
47674,Ruido,21.12,16,15:45:53,+45:25:46
47675,Quasar,20.25,10,04:29:48,-06:42:56
47676,Variable_Star,20.27,32,17:19:33,+58:34:01
47677,Variable_Star,21.64,26,12:42:10,+30:20:55
47678,Variable_Star,12.91,36,08:05:10,-10:16:40
47679,Supernova,19.52,37,04:17:12,+02:00:31
47680,GRB,20.42,10,02:21:03,-27:52:46
47681,Variable_Star,17.45,10,10:06:11,+55:26:17
47682,Quasar,20.97,57,15:08:19,-85:20:36
47683,Supernova,20.47,63,18:55:28,+65:00:50
47684,Quasar,15.65,71,16:53:15,+54:20:21
47685,GRB,13.45,82,07:07:42,+65:47:51
47686,GRB,20.18,19,19:03:02,-13:48:57
47687,Quasar,18.77,97,17:36:20,-09:18:13
47688,Ruido,13.06,56,01:06:42,+69:24:50
47689,Variable_Star,14.64,63,10:27:26,+26:15:29
47690,Ruido,18.81,31,15:35:59,+20:19:35
47691,Quasar,19.74,90,04:28:59,+42:33:06
47692,Variable_Star,16.41,51,06:02:46,+74:29:13
47693,Supernova,13.46,47,20:50:09,-61:28:44
47694,GRB,12.95,6,17:02:50,+24:13:19
47695,Ruido,21.57,87,17:24:18,-46:41:21
47696,GRB,18.06,85,05:57:59,+38:49:49
47697,Quasar,21.87,31,14:08:24,+29:52:26
47698,Variable_Star,17.15,67,19:08:37,+34:52:01
47699,GRB,13.27,72,08:08:19,-54:23:17
47700,GRB,12.99,11,00:57:05,-30:34:14
47701,Ruido,14.37,12,04:44:38,+63:33:46
47702,Variable_Star,14.47,66,12:14:47,-51:36:56
47703,Variable_Star,20.05,32,20:00:25,+80:01:23
47704,GRB,15.64,96,06:06:11,-17:17:55
47705,GRB,13.40,49,19:36:44,-03:07:59
47706,Supernova,15.39,59,04:52:23,+04:43:23
47707,Quasar,18.65,42,07:42:47,-39:59:53
47708,Variable_Star,16.05,18,09:26:19,+72:16:55
47709,Ruido,19.53,5,14:01:23,-52:14:16
47710,Ruido,19.60,100,00:42:39,-14:02:22
47711,Supernova,15.21,37,02:48:46,-39:12:13
47712,Ruido,13.12,49,12:44:14,+15:22:16
47713,Quasar,17.84,50,05:11:15,-47:11:57
47714,Quasar,18.17,0,06:50:19,+23:56:07
47715,Variable_Star,14.26,33,15:49:26,-70:21:11
47716,Supernova,21.52,57,14:55:09,-68:10:20
47717,Supernova,16.16,53,08:18:08,-27:34:58
47718,Ruido,14.09,93,19:36:08,-66:14:58
47719,Variable_Star,15.55,34,18:42:17,-28:20:13
47720,Variable_Star,16.57,40,20:50:48,-24:11:07
47721,Variable_Star,17.46,70,11:13:54,-15:01:31
47722,Variable_Star,13.62,77,13:44:07,+68:31:49
47723,GRB,20.74,16,09:22:37,+52:12:27
47724,Ruido,17.82,66,17:05:12,-12:35:25
47725,Supernova,12.16,45,21:34:36,+25:07:21
47726,Ruido,12.07,89,14:10:45,+47:34:07
47727,Supernova,15.72,34,20:58:55,+02:42:01
47728,Ruido,13.51,62,03:30:38,+17:22:13
47729,Supernova,12.19,34,13:47:20,-08:23:31
47730,Supernova,13.50,11,08:32:28,+35:23:27
47731,Ruido,21.08,17,15:37:19,-42:46:49
47732,Quasar,15.71,20,03:35:13,-06:09:00
47733,Quasar,18.19,39,08:50:32,-08:11:04
47734,Quasar,20.90,47,09:30:22,+13:09:00
47735,Quasar,16.33,78,17:20:09,+77:27:44
47736,GRB,21.32,90,03:44:30,+08:05:21
47737,GRB,17.54,55,04:29:26,+25:53:56
47738,GRB,16.67,11,00:22:32,+56:05:53
47739,Quasar,12.29,35,16:10:16,+16:20:01
47740,GRB,20.88,12,11:58:40,-89:08:10
47741,Variable_Star,19.85,6,09:48:31,+00:50:54
47742,GRB,18.52,100,22:36:01,-39:18:12
47743,Variable_Star,21.10,55,14:01:26,+40:28:24
47744,Variable_Star,16.85,56,13:55:20,+26:19:09
47745,GRB,20.25,100,01:52:38,-76:48:15
47746,GRB,12.96,57,07:39:28,+65:15:29
47747,Supernova,21.86,98,17:23:27,-41:58:23
47748,Ruido,18.17,71,18:47:32,+46:52:24
47749,Variable_Star,21.52,22,15:03:19,-49:22:58
47750,Ruido,14.43,24,05:32:13,-57:15:37
47751,Ruido,17.38,59,00:09:12,+45:55:00
47752,Supernova,18.84,88,16:05:49,+75:44:53
47753,Supernova,21.72,26,05:40:30,-07:53:03
47754,Ruido,12.82,32,07:43:51,+73:46:00
47755,GRB,17.25,94,02:48:37,+89:30:42
47756,Quasar,16.31,45,17:40:25,+86:53:06
47757,Variable_Star,15.57,100,13:03:04,+64:21:48
47758,Ruido,14.72,58,17:23:06,+29:30:55
47759,Supernova,17.07,43,23:20:51,-13:02:31
47760,Quasar,12.29,43,22:31:46,+80:03:50
47761,GRB,21.19,20,19:37:28,-16:21:51
47762,Variable_Star,12.19,37,10:18:52,+67:17:12
47763,Ruido,19.16,26,06:33:17,+35:30:48
47764,Variable_Star,16.60,87,07:28:47,+02:18:25
47765,Quasar,19.29,78,20:15:47,-52:41:05
47766,GRB,17.72,38,07:18:05,+11:34:39
47767,Quasar,14.77,17,15:45:38,+04:04:07
47768,Supernova,17.83,43,17:33:09,+00:24:24
47769,Supernova,18.26,11,09:43:40,+48:01:59
47770,Quasar,17.89,57,12:26:50,+36:06:36
47771,Supernova,18.30,68,10:56:15,+69:40:49
47772,GRB,13.68,23,11:27:51,+12:51:34
47773,Supernova,18.22,61,05:29:11,+56:00:38
47774,Ruido,19.15,74,06:03:22,+80:30:18
47775,Supernova,15.94,98,00:26:08,-42:54:36
47776,GRB,16.70,46,17:43:05,-33:57:34
47777,Variable_Star,19.78,59,03:26:18,+70:42:21
47778,Supernova,18.58,87,13:51:15,+10:53:41
47779,Ruido,13.68,60,07:18:04,+50:00:47
47780,Quasar,15.34,75,10:50:31,-86:00:58
47781,Supernova,20.94,68,16:09:20,+07:44:12
47782,Quasar,14.96,10,11:00:16,-73:18:34
47783,GRB,12.95,59,22:57:55,+36:24:46
47784,Supernova,16.27,77,04:45:39,+69:26:49
47785,Supernova,21.82,56,10:46:51,+07:16:51
47786,Quasar,15.75,17,09:32:16,+84:29:13
47787,Quasar,13.95,63,15:25:03,-12:38:48
47788,GRB,17.24,25,22:45:13,-03:11:00
47789,Supernova,19.28,29,04:32:40,-22:55:12
47790,Ruido,20.94,70,21:47:53,+02:27:19
47791,Variable_Star,20.89,96,09:59:28,+23:54:13
47792,Quasar,16.03,42,21:45:08,-60:57:41
47793,Quasar,15.40,61,01:59:30,+43:52:17
47794,Ruido,15.85,75,22:57:38,+73:20:37
47795,Supernova,21.65,54,14:49:56,-84:42:41
47796,GRB,20.73,65,20:42:59,-04:45:58
47797,Quasar,16.92,86,06:07:14,-87:04:11
47798,Ruido,21.79,53,06:21:29,+57:58:19
47799,Ruido,12.18,2,10:12:53,-72:04:36
47800,GRB,17.55,36,01:32:51,+77:48:58
47801,GRB,20.37,4,08:29:01,+70:46:23
47802,Supernova,17.89,37,16:20:23,+40:48:35
47803,Ruido,21.03,67,05:59:13,+15:04:45
47804,Variable_Star,12.01,58,09:10:24,-08:32:54
47805,Variable_Star,16.24,68,21:48:15,-46:30:36
47806,Ruido,14.35,41,05:51:19,+70:05:18
47807,GRB,18.75,38,20:06:23,-10:31:33
47808,Quasar,21.89,9,18:28:30,-11:21:19
47809,Ruido,17.98,83,07:13:03,+42:27:55
47810,GRB,15.46,0,08:27:40,+45:19:47
47811,GRB,19.75,32,16:38:18,+51:24:47
47812,Supernova,20.43,14,14:33:44,-09:52:58
47813,Variable_Star,18.12,43,10:39:46,-10:02:13
47814,GRB,19.87,56,22:55:19,-44:37:57
47815,Variable_Star,16.07,37,08:42:12,+00:19:45
47816,Supernova,19.83,64,05:18:14,+25:44:54
47817,Variable_Star,13.91,95,15:19:44,-54:15:39
47818,Variable_Star,17.10,28,12:04:41,+66:26:23
47819,GRB,21.49,73,20:11:30,-05:24:48
47820,Ruido,12.51,55,15:28:44,+15:06:04
47821,Supernova,15.15,32,23:50:49,-43:20:54
47822,Quasar,14.16,36,08:17:18,-76:07:29
47823,Variable_Star,18.03,91,09:19:57,+81:57:25
47824,Ruido,17.41,54,18:51:51,-75:50:42
47825,Quasar,13.06,5,19:03:16,-56:24:33
47826,Variable_Star,16.89,69,23:04:17,+72:28:36
47827,Quasar,16.29,57,06:07:06,+58:53:58
47828,Ruido,21.76,82,09:53:55,-13:43:59
47829,Ruido,21.15,39,06:24:52,+80:24:57
47830,Supernova,15.06,44,20:10:51,-13:27:59
47831,Variable_Star,14.78,89,12:57:51,-30:20:45
47832,Supernova,19.69,48,05:28:23,+24:43:48
47833,Variable_Star,18.75,20,11:54:30,+74:46:40
47834,Ruido,14.00,13,18:44:24,+27:15:22
47835,Variable_Star,17.97,71,06:51:28,+43:05:56
47836,GRB,19.35,67,22:15:20,-65:44:15
47837,Ruido,18.52,3,08:26:13,-06:12:58
47838,Quasar,20.61,23,05:22:49,+81:38:41
47839,Variable_Star,15.78,79,08:30:31,-83:26:46
47840,Supernova,17.90,51,15:14:09,+31:34:35
47841,Quasar,12.48,81,21:55:39,-69:10:02
47842,Quasar,13.31,68,15:33:03,-14:55:33
47843,Quasar,21.72,1,17:21:36,-48:00:50
47844,Supernova,18.82,42,23:35:28,+53:28:24
47845,Variable_Star,17.95,58,12:32:42,-59:11:16
47846,Supernova,18.14,20,18:33:10,+54:17:31
47847,Variable_Star,17.19,53,05:54:12,+31:54:48
47848,GRB,19.09,28,13:10:52,-67:40:25
47849,Quasar,20.47,61,02:04:13,-35:51:47
47850,Variable_Star,18.69,7,00:04:35,+07:19:30
47851,Ruido,21.96,42,13:08:07,+62:41:17
47852,Ruido,20.26,98,03:39:49,+46:46:53
47853,Quasar,12.85,76,18:33:25,+62:34:30
47854,Variable_Star,13.22,83,22:52:49,-24:26:57
47855,Variable_Star,14.94,66,19:01:29,+47:09:09
47856,Variable_Star,21.26,93,11:54:00,-48:41:34
47857,Ruido,17.35,16,03:58:16,+88:55:09
47858,Quasar,14.91,61,18:47:54,-12:34:55
47859,Quasar,15.43,8,01:55:00,-89:24:55
47860,GRB,18.37,61,14:18:08,+47:28:07
47861,GRB,16.57,4,04:15:20,+55:02:07
47862,Ruido,16.76,70,15:23:02,+39:28:58
47863,Ruido,16.82,37,15:30:00,-42:06:18
47864,Variable_Star,20.69,78,12:54:13,+15:06:29
47865,Quasar,21.23,54,01:38:00,+44:16:24
47866,Ruido,21.91,89,18:43:22,-67:22:52
47867,GRB,18.51,99,10:04:51,-50:36:45
47868,Variable_Star,13.98,88,22:07:47,-01:10:26
47869,Variable_Star,21.21,71,22:42:41,+56:28:25
47870,GRB,18.08,80,01:44:27,-83:11:31
47871,Quasar,16.17,13,15:52:19,+04:49:27
47872,Supernova,15.25,63,18:50:32,-07:45:15
47873,GRB,17.75,74,13:45:20,-23:49:05
47874,Quasar,20.64,28,08:45:42,-05:24:34
47875,Quasar,21.39,40,06:15:43,+68:01:33
47876,Variable_Star,16.83,32,16:38:54,-14:12:39
47877,Ruido,17.91,48,20:25:20,-65:45:06
47878,Quasar,14.40,51,10:02:27,+58:18:42
47879,Variable_Star,13.84,74,02:36:13,-10:17:51
47880,Supernova,19.21,7,00:29:40,-03:20:05
47881,Quasar,16.92,85,22:20:05,-10:45:07
47882,Quasar,17.87,43,14:08:37,-27:15:13
47883,Variable_Star,19.06,53,10:03:14,+02:03:44
47884,GRB,17.45,8,06:22:34,-70:18:54
47885,Supernova,19.60,68,08:39:15,+48:16:24
47886,Supernova,18.32,67,14:12:22,-63:38:25
47887,Variable_Star,13.54,48,03:20:01,-50:36:24
47888,Quasar,19.15,72,17:55:28,-19:15:08
47889,Ruido,12.24,41,01:24:02,+41:02:15
47890,GRB,13.87,90,12:35:02,-90:43:23
47891,GRB,21.50,99,10:45:41,-64:28:36
47892,Ruido,20.66,87,18:31:53,-60:35:18
47893,Supernova,15.13,34,11:24:31,-24:56:07
47894,Variable_Star,21.40,85,19:58:47,+51:24:32
47895,Variable_Star,17.48,1,02:10:53,+84:55:24
47896,Quasar,12.97,100,04:18:18,+02:47:43
47897,GRB,13.55,66,03:34:35,-89:22:33
47898,Quasar,13.56,97,08:38:30,-25:44:40
47899,Supernova,19.07,61,15:34:42,+26:44:01
47900,Quasar,14.52,81,16:17:57,-32:27:31
47901,Quasar,16.68,91,11:16:03,-10:37:41
47902,Quasar,21.84,44,15:13:08,-46:53:42
47903,Quasar,17.36,45,23:29:42,+49:09:00
47904,Ruido,16.81,46,06:23:55,-59:52:12
47905,Supernova,15.26,82,22:17:48,-23:55:02
47906,Variable_Star,13.74,93,05:07:27,+33:05:56
47907,Supernova,20.72,10,09:36:35,+63:52:59
47908,Ruido,12.56,87,23:17:11,+53:13:28
47909,Variable_Star,17.99,40,15:07:34,+10:20:42
47910,GRB,12.33,80,23:25:40,-78:48:16
47911,Ruido,18.58,16,15:26:13,+02:25:30
47912,Ruido,14.18,74,04:49:20,+15:27:27
47913,GRB,12.10,80,20:01:49,+29:59:15
47914,Supernova,12.63,6,14:43:43,+50:22:09
47915,Quasar,20.80,58,12:35:47,-46:46:36
47916,Variable_Star,15.55,6,00:31:04,+59:23:06
47917,Ruido,12.55,9,21:23:09,+85:00:52
47918,Ruido,19.91,24,20:47:07,-13:17:42
47919,Supernova,17.44,48,20:07:50,+72:09:21
47920,Quasar,21.83,75,01:38:47,-60:33:11
47921,Supernova,17.36,20,04:13:59,-10:05:46
47922,Variable_Star,17.13,8,06:44:37,+48:34:44
47923,Ruido,16.72,91,23:26:53,+36:31:31
47924,Variable_Star,18.88,9,16:00:37,+70:12:51
47925,Quasar,18.60,95,15:14:27,+44:31:11
47926,Supernova,14.93,77,02:53:14,-87:51:40
47927,Quasar,17.58,20,10:03:53,+04:45:54
47928,GRB,18.44,11,00:31:46,+80:11:00
47929,Variable_Star,21.36,53,14:18:49,-26:25:43
47930,Variable_Star,16.44,58,06:20:08,-05:46:11
47931,Supernova,15.03,95,06:27:35,-22:27:07
47932,GRB,16.08,31,04:48:14,+36:24:33
47933,Variable_Star,19.60,98,06:21:25,+59:37:46
47934,Quasar,13.05,55,03:28:51,-70:44:18
47935,Ruido,13.25,77,19:16:10,-66:26:58
47936,Supernova,13.51,39,22:40:08,+74:55:29
47937,Supernova,19.63,12,02:43:13,+27:53:42
47938,Variable_Star,12.14,45,19:43:34,+13:32:51
47939,Ruido,18.86,30,17:04:27,-69:00:07
47940,Supernova,21.21,6,18:15:49,+70:21:33
47941,GRB,12.13,46,19:31:28,-42:19:11
47942,Quasar,21.08,74,16:39:25,+89:23:29
47943,Variable_Star,17.06,50,14:46:25,+26:32:40
47944,Variable_Star,16.23,4,00:32:03,-01:22:34
47945,Quasar,18.39,91,03:28:48,+72:10:28
47946,Supernova,13.74,86,19:37:21,-30:12:08
47947,Ruido,20.60,67,10:20:05,-04:22:38
47948,Variable_Star,20.72,0,02:50:38,-88:00:07
47949,Quasar,21.04,30,07:14:28,-62:03:05
47950,Variable_Star,15.97,31,15:09:10,-32:35:30
47951,Variable_Star,12.78,89,01:36:45,-81:43:35
47952,Ruido,19.41,60,19:34:29,-69:52:43
47953,Variable_Star,12.30,80,16:33:11,+89:12:20
47954,GRB,17.33,95,16:56:01,+09:59:38
47955,Supernova,12.53,36,21:44:06,-02:34:40
47956,Quasar,18.87,55,17:16:34,+03:57:07
47957,Ruido,21.60,34,01:07:52,-89:47:49
47958,GRB,15.47,82,16:39:52,-84:33:37
47959,GRB,12.47,19,19:02:52,-26:45:09
47960,Quasar,14.81,11,01:59:04,-19:03:12
47961,Supernova,12.63,100,02:05:20,+73:45:59
47962,Ruido,19.99,55,09:56:35,+16:45:38
47963,Variable_Star,13.09,40,14:02:40,+43:06:40
47964,Quasar,17.06,73,00:46:47,-88:51:53
47965,Supernova,19.71,65,08:32:26,+73:56:23
47966,Variable_Star,17.40,13,03:00:14,+06:37:17
47967,Supernova,15.69,39,21:11:54,+20:12:40
47968,Variable_Star,14.23,54,06:34:18,+78:56:51
47969,Supernova,20.47,82,18:21:21,+73:29:21
47970,GRB,12.25,99,10:14:21,+60:07:32
47971,Ruido,19.41,75,10:08:58,+82:26:33
47972,Supernova,15.72,50,03:45:20,+80:31:41
47973,Supernova,16.41,18,15:35:12,+26:02:26
47974,GRB,20.76,57,13:36:18,-36:01:27
47975,Supernova,21.91,90,19:15:15,-31:23:01
47976,Ruido,15.44,56,08:38:59,+08:18:35
47977,Ruido,21.52,63,04:57:30,+49:30:07
47978,GRB,20.13,15,13:05:08,-10:55:24
47979,Ruido,14.52,81,17:55:09,-37:17:47
47980,Supernova,20.39,9,21:35:02,+03:47:00
47981,GRB,17.75,52,03:40:19,-35:13:25
47982,Variable_Star,18.64,34,20:22:35,+30:06:31
47983,Quasar,16.10,81,14:42:39,+38:35:14
47984,Ruido,13.17,4,18:08:37,-38:17:17
47985,Ruido,18.08,50,01:03:10,-21:55:32
47986,Quasar,17.97,66,12:25:04,-34:01:46
